,Close,High,Open,Low
0,0.5199767457246474,0.537070586033958,0.5543955278855577,0.5583144048059642
1,0.5191530998611467,0.5293513687936358,0.5478143751213784,0.5585256540716884
2,0.5182635610779379,0.5281148517756182,0.5468564478226663,0.558483339668673
3,0.5174793257485825,0.5271275850521983,0.5460113032246243,0.5578956129043483
4,0.5167143281627588,0.5263181130164934,0.5452745362775202,0.5572176201873011
5,0.5159655130469781,0.5255489005907171,0.5445631531149148,0.556525163329765
6,0.5152306524267862,0.5248004864294207,0.5438681484873381,0.5558393968433438
7,0.5145091939684853,0.5240670885216439,0.5431864421706247,0.555164673627331
8,0.5138008137921383,0.5233473086896829,0.542517244379055,0.5545018505627718
9,0.5131052579118045,0.5226406324449202,0.5418601952081453,0.5538509509816314
10,0.5124222901750404,0.521946762373838,0.5412150450661148,0.5532118139976373
11,0.5117516818622941,0.5212654528488819,0.5405815717477148,0.5525842392750273
12,0.5110932091025908,0.5205964734056682,0.5399595623808064,0.5519680204469143
13,0.5104466522396871,0.519939600191205,0.5393488091522437,0.5513629526695685
14,0.5098117956295657,0.5192946139625704,0.5387491082862584,0.5507688343007554
15,0.5091884275390907,0.5186612995720956,0.5381602597578721,0.5501854672316007
16,0.5085763400686508,0.5180394457947063,0.537582067176269,0.549612656911821
17,0.5079753290812832,0.5174288452343923,0.5370143377078762,0.5490502123057167
18,0.5073851941342384,0.5168292942497599,0.5364568820094401,0.5484979458332337
19,0.5068057384120513,0.5162405928849092,0.535909514164281,0.547955673308496
20,0.5062367686608821,0.5156625448024708,0.5353720516201529,0.5474232138786275
21,0.5056780951240604,0.5150949572180616,0.5348443151283273,0.5469003899634926
22,0.505129531478799,0.5145376408359762,0.534326128683807,0.5463870271964854
23,0.5045908947740531,0.5139904097860505,0.5338173194666243,0.5458829543663796
24,0.5040620053695037,0.5134530815616722,0.5333177177842029,0.5453880033602282
25,0.5035426868756472,0.5129254769589132,0.5328271570147649,0.5449020091072967
26,0.5030327660949668,0.5124074200167629,0.5323454735517607,0.5444248095240107
27,0.50253207296417,0.5118987379584437,0.531872506749304,0.5439562454598995
